text,label
اثبتت تمرد الجنجويد للجيش بان حرب الكرامه بالنسبه للقوات المسلحه السودانيه حدودها الخرطوم دونها لايهم الجيش سقط الجنينه وعلي كيلو الجنينه يوجد معسكر الفرقه مشاه اردمتا الجنينه محاصره تتحرك الجيش او حركات مسلحه,0
اهانه اطفال الجنجويد علي نازحين الجنينه,1
بقصد اهانه دين محدد,0
اخطر زواج زواج القاصرات,0
الاديان تجيز زواج القاصرات مابدي فوت بفتاوي الموضوع,0
مسءليه زواج القاصرات غلطه الاهل تدمير حياه البنت بكل معني الكلمه اسباب كتير لفشل الزواج,0
رايي الشخصي زواج القاصرات حرام,0
الاهتمام ياتي الحاح لايغري ابدا والشعور ياتي لوم يرضي والوصل ياتي اهانه حاجه,0
اهانه ولسلطه العداله عقل يحذر الاعلام المرتشي,0
ياودي ياتديها بالبيض يابطماطم يابالسقله اليوم ديتها علي المباشر واسوا منهم الكل اليوم اهانه وعلي المباشر رءيس افريقي كنتم تضنون انهم عبيدا,0
الاوقات محاوله اثبات انك الافضل تعتبر اهانه,0
موقف الرءيس الكولومبي يحدث فلطين اهانه واحتقار الوزن الثقيل للانظمه العربيه المطبعه,0
ورساله استغراب للانظمه العربيه الاخري المتخاذله,0
توي مصوره مقطع فرش خاضعي شويات وانزله خليكم منتظريني,0
عمه مازوخي خاضع اهانه,1
اطالب منظمه حمايه الحيوان ملاحقه محاسبه الشخص عاءله الاسد القذره بصوره كلاب,1
اهانه كبيره لحيوان الكلب الاليف الوفي,1
اغفر خطا اقترفته تجاهي واسامح علي نكران او خذلان ولكنني انسي اهانه جاءتني ماحييت,0
نادي الباطن متذيل الترتيب يحقق اي انتصار الجولات الماضيه ظهر بصوره مغايره وسجل افضليه مستحقه امام كارتيرون الاتفاق اول فوز الدوري اول كلين شيت بالدوري اول فوز بارضه الدوري اول مره يتفوق الاستحواذ الدوري,0
التلطي وراء الطاءفيه لانتداب السيءين اخلاقيا ومهنيا للمناصب الرسميه والاداريه العامه اهانه للوطن وللطواءف لديهم طاقات بشريه,0
لبنان الخير هيك اهانه طاءفيه,0
بسبب اهانه حكم نهاءي الدوري الاوروبي قررت لجنه التاديب الاتحاد الاوروبي معاقبه مدرب نادي روما الايطالي البرتغالي جوزيه مورينيو,0
ايوا جماعه شحنه الاغاثه التالته انسحبت وصلتش عماد جاد طلع صوت وصوره القاهره قال الكلام ده شويه علي قناه الحدث وقال حصل اتفاق ان الشحنه توصل بكره الصبح معبر كرم ابو سالم مش معبر رفح علشان تبقي فحص الاسراءيليين تدخل ويتاكدوا انها مستلزمات طبيه اهانه,0
اعطاء المودعين مبلغ شهريا يعتبر اهانه قسم كبير منهم بحاجه وحتي لمبلغ صغير بسبب المسءولين الفاسدين,0
عضو مجلس الشيوخ الفرنسي تنتقد رساله لودريان لبنان مستعمره,0
وتحدثت اهانه للبنانيين,1
لودرين مجلس الشيوخ الفرنسي مستعمره فرنسا لبنان اخبار اليوم,0
التفاوض اسراءيل اهانه قالها عفاش رحمه الله تغشاه حل معهم تصعيد المقاومه الفلسطينيه,0
اعربت سلطنه عمان اسفها ورفضها لانحياز الاداره الامريكيه واستخدامها حق النقض امام مشروع القرار الاممي الداعي لوقف اطلاق النار علي قطاع غزه,0
وزير الخارجيه,0
استخدام واشنطن حق النقض مجلس الامن يعتبر اهانه للمعايير الانسانيه,0
مش عارف اذا اسمها مزحه او اهانه بحياتي شايف مرشح لرءاسه الجمهوريه بيتصل بالنواب حتي يتسمع علي هواجسهم هني قال بيسالوه شو بدو يعمل ببعض المواضيع طول فتره عهده اذا بحال عمل رءيس,1
العلم انو الكل بيعرف جهاد ازعور انو رءيس الجمهوريه شي طالع بايدو,0
ارجعوا لاهلكم واذا طاب رونالدو تعالوا ماهي طرده,0
الطرده لازم تكون,0
حصل للنصر الصين,0
تصغير انحطاط قيمه,1
اهانه اذلال تحدث لاي فريق العالم,1
عاجل نتنياهو اتراجع اي كلمه قلتها بخصوص قطر,0
انها اهانه للبنانيين تعليق عضو مجلس الشيوخ الفرنسي علي رساله لودريان,1
ایران قوی,0
تهدید,1
ادامه مهم در نظر,0
تصاعدت حده التوترات ولايه تكساس الاميركيه يقودها حاكم جمهوري والمسءولين الفيدراليين,0
احتجاجا علي حرب غزه احتجاز موظفين رهاءن تركيا,0
انسان حيوان شيء حمار ضحك سخريه,1
المشهد العربي,0
بن لغبر يسخر جيش الشرعيه بطريقه لاذعه لهذه الاسباب,0
انباء سعي دينا الراقصه لانتزاع لقب الام المثاليه فيفي عبده العام,0
رايت رجلا اشد عيبا لمشايخ الاصلاح اكثر سخريه منهم الرجل يذكر مشايخ السلفيه وطلبه العلم الا بالقاب السوء تدل علي حقد دفين تجاههم ولولا ان الرجل ينتسب الي السلفيه لقلت انه رافضي خبيث,0
شك يوازيه يقين,0
يتلاشي التوازي يتجلي اليقين,0
فوات الاوان,0
عذوقي,0
حريه تعبير سخريه كوميديا مش مسموح هاها,0
اكثر شيء يقتل الابداع داخلنا خوفنا سخريه الاخرين,0
يشجع النادي الملكي يشمت يحبط جماهيره,0
اما يساند او يسكر فمه لين يبدا العمل ينتقد وقت النقد,0
اما ان يصبح النادي موضع سخريه للبحث رتويت ولايك يشرفني متابعه عينتك,0
طريقه لايجاد الامان يصنع الف وسيله لفقده,0
يمنح البعض ضحكه طفل تحصيل حاصل اخرون تذرف الدموع مصدر سعاده اخرون تهرب راكضا حلم البعض,0
حنق عبدالله محمد علي مشايخ الاصلاح السلفيين,0
اخواني الامر سخريه اكثر السعوديه العضمي وهي تستنجد بالعالم امام ثله الحفاه,1
هوو الله,0
مجهر كلمه,0
نظره علي محيطها انعكاساته,0
شاهده بالتاكيد استيراد السيارات بسبب العقوبات,0
تم تصوير المقاطع النشطاء المعارضين الايرانيين استهزاءا بالمستقبل الايراني,1
الروايات الجميله بقيمه وجبه عشاء واحده,0
يتذكر الضابط ميشال عون وطحانه معركه سوق الغرب,0
حتما بعدها فقد ذاكرته لانها انتجت الطاءف وادت الي وقف الحرب الاهليه,0
تحيه القلب لشهداء الجيش الشعبي وللجرحي وللمقاتلين معركه سوق الغرب البطوليه,0
هزمت اصبح رءيس الصدفه,0
اساليب العقاب وانت طفل تصبح اهداف تسعي لتحقيقها عندما تكبر اكل الخضار الجلوس بالمنزل اخذ قيلوله الذهاب الي السرير مبكرا النفس,0
الشخص الحزين يكون حديثه اكثر سخريه اغلب الاوقات نفسي اتحدث,0
صحيح ان تهديداتهم الارهابيه باجتياح عدن باتت موضع سخريه لكننا وبكل الاحوال نتعامل معها بجديه ويقظه وباعلي مستويات الجاهزيه فهي مليشيا ارهابيه ومعركتنا معها معركه اجتثاث,1
المتحدث الرسمي لمحور ابين سمهاش تنمر اسمها سخريه,1
استخدموا مسميات ربنا علشان تفتحوا كتاب الله تفهموا كلام ربنا وان ده امر ربنا,0
وعلموا اولادكم ان الله قال ايها امنوا يسخر قوم قوم عسي ان يكون خيرا منهم نساء نساء عسي ان يكن خيرا منهن,0
مش تنمر يااولاد شحيبر,1
الفريق ضاحي خلفان يضع حلولا تقشفيه للمواطن الاماراتي لمواجهه غلاء الاسعار وظروف الحياه المعيشيه الصعبه يمر المواطن الاماراتي,0
الكثير المواطنين وجدوا التغريدات سخريه وتراقص علي اوجاع المواطنين اثقلتهم ظروف الحياه والغلاء الفاحش والبطاله,1
