body,label
المشكلة ليست فى غلق,not bullying
الميادين هو انت نازل,not bullying
تحتفل سعادتك ؟!,not bullying
ثورة يعنى تضحيات من,not bullying
الكُل لأجل الكُل,not bullying
يعنى ما تنتحرش عشان,not bullying
واحد #وسخ وما بيحبش,bullying
"النظافة""",not bullying
ألف #شكر لكل دولة عم تفضح حزب الإرهاب وتكشفه على #حقيقته,bullying
حزب خصه بكل شي #وسخ,bullying
حزب #يدعي المقاومة,not bullying
يا عيب الشوم على هيك منافقين.,bullying
حزب الله الإرهابي #تاجر مخدرات.,not bullying
#ونقطة_عالسطر,not bullying
شو حلو بس تمسك بالصدفه ممسك #وسخ ع حدا #وسخ بضل ينظر عليك انو هو منزل من السما,bullying
#اللهم_لا_شماته,not bullying
"#هاللو_يا_اصدقاء""",not bullying
الله يشفيك وصراحة الصلا ما بقا تنفع معك صار بدك عجيبة #حقود #سخيف #ذمّي #وسخ #تافه #سفيه وغصب عنك #باقيين !,bullying
انا قليل #بغرد_سياسة بس بعد الأوقات #بيستفزني تغريدة بعلق عليها,not bullying
يعني ردو #التغريدي بدون #طائفية ولا #تمس_الأديان أو #دور_العبادة,not bullying
بأختصار #نقبر_رد بخبرتك بل سياسة أو #بعقلك يا #بهيم,bullying
ما تنزل صور #رموز دينية يا #وسخ وتعلق,bullying
عم تفهم يا #بهيم,bullying
"إذا زعل #يخبرني""",not bullying
"مناوي الفلنقاي يدعو لمصالحة مع الكيزان،كيف يعقل ان يعيش الارهابين الاشعلو الحرب ان نتصالح معهم، جلدك مبرح ياياسر عرمان اصلا جماعة الموز ديل مامنهم فائدة غير مصالحهم الخاصة وبياع الذمم ،مناوي الي مزبلة التاريخ",bullying
#كنس_جماعة_الموز,not bullying
"#وسخ""",bullying
بتكلم مع بت خالتي قبل شوية راجلها كوز قلت ليها كوزك كيفقالت لي كوزي شريف,bullying
مافي كوز شريف كلهم مع بعض وسخين,bullying
يا جماعة متفهموش القرار غلط,not bullying
القرار قصده انك تدخلوا الجنة بلا تعب,not bullying
سيبوا الدنيا لأصحابها تراها #وسخ,bullying
"#ضد_قرار_مجلس_الوزراء_حماية_المستهلك""",not bullying
أي شعب كل واحد فيه عاوز,not bullying
رئيس على كيفه هو اللى يحكم البلد ..,not bullying
يبقى شعب #وسخ ولا يستحق,bullying
"غير واحد ديكتاتور #وسخ يحكمه وبالكرباج ،،",bullying
"و ..#العسكر_يليق_بيه""",not bullying
ما حدا طلب منك شي يا #شرشوح القوات ..اصلا مالك حلو مال حرام من السرقة ودم المجازر والاغتيالات تعودت تاكول مال الحرام.,bullying
بعد ناقص انت يا #وسخ,bullying
"رسمالك هيدي الصورة .""",not bullying
حتى المكيفات او الثلاجات او فرن البيت,not bullying
انتوا ما تحتاجولها,not bullying
عشان كذا الكهربا يقطعوها,not bullying
لانها #وسخ دنيا,bullying
"#ضد_قرار_مجلس_الوزراء_حماية_المستهلك""",not bullying
الرجل مطلع التلفزيون عند باب المحل وقاعد نفسه نتغلب ساعة مامدحت شلبي قال السيسي يهنئ الفريق قفل التلفزيون وشتم الناس وقالهم خلاص فضناها #وسخ,bullying
"يا ويلي الـ""تويتر"" شو بدو تنظيف وتمسيح وشطف من وساخة #سمير_جعجع وميليشياتوا العمى وسخ الدني... #وسخ #فساد #عمالة #اجرام #غدر #نزالة والاهم مش مقبول شو ذكي ب الغبى إسقاطه هذا اللعين واجب وطني مقدس",bullying
"#صوتنا_تيار""",not bullying
"#وسخ #ميليشيا""",bullying
المصاري مش وسخ الدنيا,not bullying
#البشر هني #وسخ الدنيا,bullying
"ما شفت من المصاري إلا كل خير والله العظيم""",not bullying
امريكا #مخادعة,not bullying
ﻻتخدم الا نفسها واسرائيل,not bullying
"هي من تقتل حتى #شعبها وتتبنى كل عملية تفجير في #دول_الغرب و بأيادي الارهاب السعودي لترهب العالم وتسرق مبالغ مهوله تحت مايسمى #دعم__مكافحة_الإرهاب في ابتزاز #وسخ من ارواح الناس من كل العالم الغربي والعربي والاسﻻمي""",bullying
قلو لما نبيه بري كان بصلب المعركة بتموز (اقرب حرب) عم يفاوض و يحمي المقاومة ويقاتل,not bullying
"كان معلمو عم يوزع علب حمص بمصاري و عم يحسب كيف يقطف الرئاسة عحساب انو وقف جنب المقاومة و هيدا واجبو ،بس هو باعها غالية لانو #وسخ""",bullying
"صرح وزير خارجيتنا #رياض_المالكي على قمة #وزراء_الخارجية_العرب بأن ""#العرب كانوا على قلب رجل واحد""",not bullying
فعلق الصديق د عبد الرحمن التميمي,not bullying
"المالكي لم يقل لنا أي رجل؟ واضح أنه """"قلب رجل #وسخ""""",bullying
#حكومات_صهيوعربية_وسخة,bullying
#شعوب_عربية_مقهورة,not bullying
"#يا_حرية""",not bullying
"ورح يتقدّم اخبار كرمال العقوبات الاميركية بخصوص تدقيق جنائي مالي على حسابات العصابة، ومنهم النائب التغييري وضاح الصادق. ومن حساباتو ببيبلوس رح يبيّن كل شي. وساعتها، رح نتقابل سيّد وضاح. منتقابل انا، وانت مع منظومة المصارف والسياسة #وسخ #منافق #فاسد #وقح",not bullying
السيسي #وسخ حيل .,bullying
دياب ذنبه ٦ أشهر.. السنين ال ٥ الباقيين ذنب مين ؟ #وسخ أكبر ذنوب #دياب انه تاركك برّا الحبس وتارك ال #mtv عم تنشر أخبار,bullying
صورني يعطواني #اهانة موظف كبير بالسن امام الملأ والتشهير بالاهانة في وسائل الاعلام جريمة يعاقب عليها القانون !!,not bullying
مو كتلك مكتبك الاعلامي المُعين من ميليشا راح يوكعك لم تصدق كلام اخوك وها انت تسير الى خطى الكبير معلمكم الكاظمي,not bullying
"#ملاحظة توجيه العقوبة من خلال السياقات القانونية…""",not bullying
بهذه الطريقة المذلة يدفع الحلبوسي نائبه الاول ممثل المكون الاكبر للشيعة محسن المندلاوي ! للجلوس في مقعده بالجلسة التي صوت على قانون سانت ليغو,not bullying
"الله يذكرك بالخير سيد حاكم الزاملي""",not bullying
#اهانة,bullying
"ستبقى يا دحلان هارباً من العدالة و مهاناً ذليلاً أيُّما تحل ..""",bullying
احيانا محاولة اثبات انك الافضل,not bullying
#مجلة_تايم_الامريكية :,not bullying
بعنوان #محاربة_الارهاب,bullying
يجب #تقديم الاسد #للعدالة,not bullying
#والترحيب به بمؤتمر القمة #اهانة للانسانية والاخلاق #وحقوق_الانسان,not bullying
"#القمه_العربية_الـ32""",not bullying
"بعد #اهانة الاخوة السنة بتهديم جامع السراجي، اليوم تمت #اهانة الاخوة المسيحيين بعد طلب استقدام بطريرك للكلدان الكاثوليك #لويس_ساكو امام المحكمة كمتهم، مما اضطره الى مغادرة بغداد، تحت انظار الحكومة والشعب، تخيل يتم استقدام السيستاني كمتهم امام القضاء؟",bullying
تبقى صفقة #العمر لدورينا واي #مقارنه بهاذي الصفقه تحديدٱ بتكون #تقزيم ل صفقاتهم هل يعقل اقارن اي #صفقه بحامل #البلندور,not bullying
"صفقة #البنز بحد ذاتها من #عظمتها ستبقى #اهانه لهم""",not bullying
أغلب #العرب نحترمهم ونبادلهم نفس #المشاعر .,not bullying
فئه قليلة معينه من العرب أحترامهم تعتبر #إهانة لك .,bullying
"لحظة ترقب #عائلة عربية #محترمة لأشقائها #نحو_الفضاء""",not bullying
""" #المقارنة بالغير #اهانة للنفس """,not bullying
إلغي من حياتك ( مبدأ #المقارنات ),not bullying
"يجب أن تؤمن بأنّ ما نراه في أحدهم هو ليس كلّ ما يملكه، فالحياة تأخذ منه كما تأخذ منك",not bullying
"تأكد أن هنالك #أشخاص ينظرون إليك، ولو أمكن؟ لأصبحوا #أنت...""",not bullying
#تعليق #قوي جدا على #إهانة و #إضطهاد #فتاة #مسلمة #منقبة,bullying
ابي احد يهيني بيومي,not bullying
"#عمه #يومي #اهانه #كلبه #خضوع""",bullying
#أثبتت لنا تمرد الجنجويد للجيش بأن حرب الكرامة بالنسبة للقوات المسلحة السودانية حدودها الخرطوم وما دونها لايهم الجيش سقط الجنينة وعلي بعد 7 كيلو من الجنينة يوجد معسكر الفرقة 15 مشاة في أردمتا الجنينة محاصرة لم تتحرك الجيش أو حركات مسلحة,not bullying
